animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A637681,PUMKIN PAWS,CAT,TORTIE DIL,,Female,2019-02-18,2019-12-18,FRACTIOUS,OWNER SURRENDER,OTC,LANDLORD,2019-12-22,"900 BLK LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7779668,-118.1861239,Alive on Intake,FALSE,1,"{'lon': -118.1861239, 'lat': 33.7779668}"
A621743,,CAT,GRAY,WHITE,Male,2017-02-13,2019-02-13,NORMAL,STRAY,OTC,,2019-02-16,"900 BLK LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7779668,-118.1861239,Alive on Intake,FALSE,1,"{'lon': -118.1861239, 'lat': 33.7779668}"
A617755,,DOG,BLACK,WHITE,Unknown,2018-10-01,2018-11-19,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-11-19,"900 BLK LOCUST AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LIVELOVE,33.7777612,-118.1910754,Alive on Intake,FALSE,1,"{'lon': -118.1910754, 'lat': 33.7777612}"
A729152,*BALLERINA,DOG,BROWN,,Female,2014-09-29,2024-09-29,AGED,STRAY,OTC,,2024-10-05,900 BLK LOMA AVE  LONG BEACH CA 90804,LONG BEACH,RESCUE,,33.7781378,-118.1499968,Alive on Intake,FALSE,1,"{'lon': -118.1499968, 'lat': 33.7781378}"
A629379,,OTHER,BLACK,WHITE,Male,2018-07-06,2019-07-06,INJURED  SEVERE,WILDLIFE,FIELD,,2019-07-06,"900 BLK MAGNOLIA AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7779436,-118.1978639,Alive on Intake,TRUE,0,"{'lon': -118.1978639, 'lat': 33.7779436}"
A699862,*BULLET,DOG,BR BRINDLE,WHITE,Male,2021-06-01,2023-06-01,NORMAL,STRAY,OTC,,2023-06-07,900 BLK MAINE AVE CA 90813,LONG BEACH,ADOPTION,,33.7778915,-118.2004784,Alive on Intake,FALSE,1,"{'lon': -118.2004784, 'lat': 33.7778915}"
A699861,CHICA,DOG,BLACK,WHITE,Female,2021-06-01,2023-06-01,NORMAL,STRAY,OTC,,2023-06-11,900 BLK MAINE AVE CA 90813,LONG BEACH,RESCUE,CAPAWS,33.7778915,-118.2004784,Alive on Intake,FALSE,1,"{'lon': -118.2004784, 'lat': 33.7778915}"
A711364,KOKO,DOG,WHITE,,Male,2021-12-01,2023-12-01,NORMAL,STRAY,OTC,,2023-12-02,900 BLK MAINE AVE LONG BEACH CA 90813,LONG BEACH,RETURN TO OWNER,WALKIN,33.7778915,-118.2004784,Alive on Intake,FALSE,1,"{'lon': -118.2004784, 'lat': 33.7778915}"
A640023,*BUBBA,DOG,BLACK,,Male,2014-03-13,2020-02-15,NORMAL,STRAY,FIELD,,2020-03-13,"900 BLK MAINE AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7778915,-118.2004784,Alive on Intake,FALSE,1,"{'lon': -118.2004784, 'lat': 33.7778915}"
A708147,*EGG WHITE,CAT,GRAY TABBY,,Female,2023-08-03,2023-10-03,NORMAL,STRAY,FIELD,,2023-10-23,"900 BLK MAINE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,33.7778915,-118.2004784,Alive on Intake,FALSE,1,"{'lon': -118.2004784, 'lat': 33.7778915}"
A606309,,WILD,GRAY,,Unknown,,2018-04-16,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2018-04-16,"900 BLK MAINE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,33.7778915,-118.2004784,Alive on Intake,FALSE,1,"{'lon': -118.2004784, 'lat': 33.7778915}"
A421891,GOLDIE,DOG,TAN,WHITE,Spayed,2009-12-24,2021-06-25,NORMAL,STRAY,OTC,,2021-06-27,"900 BLK MAINE AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7778915,-118.2004784,Alive on Intake,FALSE,1,"{'lon': -118.2004784, 'lat': 33.7778915}"
A709712,*CHICKPEA,DOG,BLACK,,Male,2018-11-03,2023-11-02,NORMAL,STRAY,OTC,,2023-11-16,900 BLK MYRTLE AVE LONG BEACH CA 90805,LONG BEACH,RESCUE,,33.8699631,-118.182078,Alive on Intake,FALSE,1,"{'lon': -118.182078, 'lat': 33.8699631}"
A664738,BRANDY,CAT,TORTIE,,Spayed,2005-08-07,2021-10-01,INJURED  MODERATE,STRAY,OTC,,2021-10-01,"900 BLK N HILLSIDE DR, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,33.7793585,-118.1108733,Alive on Intake,FALSE,1,"{'lon': -118.1108733, 'lat': 33.7793585}"
A673268,,WILD,BLACK,WHITE,Unknown,,2022-04-18,ILL SEVERE,WILDLIFE,FIELD,,2022-04-18,"900 BLK N LOMA VISTA DR, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7774409,-118.2028305,Alive on Intake,TRUE,0,"{'lon': -118.2028305, 'lat': 33.7774409}"
A706075,*SUN,CAT,BLACK,WHITE,Female,2023-08-02,2023-09-02,UNDER AGE/WEIGHT,STRAY,OTC,,2023-11-26,900 BLK N LOMA VISTA DRIVE LONG BEACH CA 90813,LONG BEACH,ADOPTION,,33.7774409,-118.2028305,Alive on Intake,FALSE,1,"{'lon': -118.2028305, 'lat': 33.7774409}"
A651268,,CAT,BRN TABBY,WHITE,Unknown,2020-09-28,2020-09-28,NORMAL,STRAY,OTC,,2020-11-25,"900 BLK N PARK CIR, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,33.7777481,-118.2006138,Alive on Intake,FALSE,1,"{'lon': -118.2006138, 'lat': 33.7777481}"
A733916,ACE,DOG,TAN,BLACK,Male,2023-02-10,2024-12-07,INJURED  MODERATE,STRAY,OTC,,2024-12-10,900 BLK N PARK CIRCLE LONG BEACH CA 90813,LONG BEACH,RETURN TO OWNER,FROM VET,33.7777481,-118.2006138,Alive on Intake,FALSE,1,"{'lon': -118.2006138, 'lat': 33.7777481}"
A660663,,OTHER,BROWN,BLACK,Unknown,,2021-07-21,INJURED  SEVERE,WILDLIFE,FIELD,,2021-07-21,"900 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7796448,-118.10297,Alive on Intake,TRUE,0,"{'lon': -118.10297, 'lat': 33.7796448}"
A687228,AZULA,DOG,BLACK,BROWN,Spayed,2021-12-22,2022-10-20,NORMAL,STRAY,OTC,,2022-11-09,"900 BLK N. LOMA VISTA DR, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,,33.7774409,-118.2028305,Alive on Intake,FALSE,1,"{'lon': -118.2028305, 'lat': 33.7774409}"
A595120,,BIRD,GRAY,,Unknown,2017-05-10,2017-08-10,INJURED  MODERATE,WILDLIFE,FIELD,,2017-08-14,"900 BLK OCEAN AVE, SEAL BEACH, CA 90740",SEAL BEACH,RESCUE,OTHER RESC,33.7391303,-118.106187,Alive on Intake,FALSE,1,"{'lon': -118.106187, 'lat': 33.7391303}"
A700960,*MIEP,CAT,BLACK,WHITE,Spayed,2023-05-16,2023-06-16,ILL MODERATETE,STRAY,FIELD,,2023-06-16,900 BLK OLIVE AVE,LONG BEACH,RESCUE,CAPAWS,33.7777901,-118.1824252,Alive on Intake,FALSE,1,"{'lon': -118.1824252, 'lat': 33.7777901}"
A616747,ROXY,DOG,GOLD,,Spayed,2018-03-27,2018-10-27,NORMAL,OWNER SURRENDER,OTC,,2018-12-15,"900 BLK OLIVE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,REMOTE EVT,33.7777901,-118.1824252,Alive on Intake,FALSE,1,"{'lon': -118.1824252, 'lat': 33.7777901}"
A683297,,REPTILE,GREEN,YELLOW,Male,2017-09-07,2022-09-07,NORMAL,STRAY,OTC,,2022-09-12,"900 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,SC REPTILE,33.7780704,-118.1763607,Alive on Intake,FALSE,1,"{'lon': -118.1763607, 'lat': 33.7780704}"
A715522,*PUDGE,DOG,WHITE,BLACK,Neutered,2019-02-23,2024-02-23,NORMAL,STRAY,OTC,,2024-03-06,900 BLK PACIFIC AVE LONG BEACH CA 90813,LONG BEACH,ADOPTION,,33.7777685,-118.1937358,Alive on Intake,FALSE,1,"{'lon': -118.1937358, 'lat': 33.7777685}"
A641428,*SAFFRON,DOG,TAN,RED,Female,2015-03-26,2020-03-26,NORMAL,STRAY,OTC,,2020-06-23,"900 BLK PACIFIC AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LIVELOVE,33.7777685,-118.1937358,Alive on Intake,FALSE,1,"{'lon': -118.1937358, 'lat': 33.7777685}"
A692484,WILBUR,DOG,WHITE,,Neutered,2017-01-27,2023-01-27,NORMAL,STRAY,OTC,,2023-02-02,"900 BLK PACIFIC AVE, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,33.7777685,-118.1937358,Alive on Intake,FALSE,1,"{'lon': -118.1937358, 'lat': 33.7777685}"
A671661,*CANNOLI,DOG,TAN,BLACK,Male,2022-01-13,2022-03-13,ILL MODERATETE,STRAY,OTC,,2022-03-17,"900 BLK PACIFIC AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,AT VET,33.7777685,-118.1937358,Alive on Intake,TRUE,0,"{'lon': -118.1937358, 'lat': 33.7777685}"
A710624,*MOREESE,CAT,BLACK,WHITE,Neutered,2021-11-16,2023-11-16,FRACTIOUS,STRAY,FIELD,,2023-12-17,900 BLK PINE AVE,LONG BEACH,RESCUE,KITTYBUNGA,33.77791860000001,-118.1921449,Alive on Intake,FALSE,1,"{'lon': -118.1921449, 'lat': 33.77791860000001}"
A687761,*FRAPPUCCINO,CAT,GRAY TABBY,,Neutered,2021-10-31,2022-10-31,NORMAL,STRAY,OTC,,2022-11-17,"900 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.77791860000001,-118.1921449,Alive on Intake,FALSE,1,"{'lon': -118.1921449, 'lat': 33.77791860000001}"
A659935,*RIVER,DOG,BROWN,WHITE,Female,2013-07-05,2021-07-05,NORMAL,STRAY,OTC,,2021-08-31,"900 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,K9KISMET,33.77791860000001,-118.1921449,Alive on Intake,FALSE,1,"{'lon': -118.1921449, 'lat': 33.77791860000001}"
A687760,*CHAI,CAT,BLACK,WHITE,Spayed,2021-10-31,2022-10-31,NORMAL,STRAY,OTC,,2022-12-22,"900 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.77791860000001,-118.1921449,Alive on Intake,FALSE,1,"{'lon': -118.1921449, 'lat': 33.77791860000001}"
A585450,ATTICUS,DOG,WHITE,,Neutered,2016-03-13,2017-01-07,NORMAL,STRAY,FIELD,,2017-01-13,"900 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.77791860000001,-118.1921449,Alive on Intake,FALSE,1,"{'lon': -118.1921449, 'lat': 33.77791860000001}"
A699937,RED,CAT,ORANGE,WHITE,Male,2007-06-22,2023-06-02,NORMAL,WELFARE SEIZED,HOSPITAL,,2023-09-22,"900 BLK REDONDO AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,CAPAWS,33.7782922,-118.152187,Alive on Intake,FALSE,1,"{'lon': -118.152187, 'lat': 33.7782922}"
A593994,,CAT,BLACK,,Unknown,2017-07-19,2017-07-21,UNDER AGE/WEIGHT,STRAY,OTC,,2017-07-21,"900 BLK REDONDO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7782922,-118.152187,Alive on Intake,TRUE,0,"{'lon': -118.152187, 'lat': 33.7782922}"
A731727,SASSY ANN,DOG,BLACK,GRAY,Spayed,2016-11-02,2024-11-01,NORMAL,WELFARE SEIZED,OWNER DIED,,2024-11-15,900 BLK ROSE AVE LONG BEACH CA 90802,LONG BEACH,ADOPTION,WEB,33.7782494,-118.1695229,Alive on Intake,FALSE,1,"{'lon': -118.1695229, 'lat': 33.7782494}"
A648093,,CAT,BLACK,,Female,2020-07-30,2020-08-30,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-31,"900 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,CATPAWS,33.7782738,-118.1695454,Alive on Intake,FALSE,1,"{'lon': -118.1695454, 'lat': 33.7782738}"
A671151,NANCY,CAT,GRAY TABBY,,Spayed,2020-03-02,2022-03-02,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2022-04-14,"900 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7782738,-118.1695454,Alive on Intake,FALSE,1,"{'lon': -118.1695454, 'lat': 33.7782738}"
A682323,,DOG,WHITE,,Female,2016-08-20,2022-08-20,INJURED  SEVERE,STRAY,FIELD,,2022-08-20,"900 BLK S ACACIA AVE, COMPTON, CA 90220",LA COUNTY,EUTHANASIA,INJ SEVERE,33.8885898,-118.2260449,Alive on Intake,TRUE,0,"{'lon': -118.2260449, 'lat': 33.8885898}"
A633074,*DIEGO,DOG,GRAY,WHITE,Neutered,2015-09-05,2019-09-05,ILL MILD,STRAY,FIELD,,2019-10-08,"900 BLK STANLEY AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7781462,-118.1620268,Alive on Intake,FALSE,1,"{'lon': -118.1620268, 'lat': 33.7781462}"
A631000,,BIRD,GREEN,GRAY,Unknown,,2019-07-31,NORMAL,WELFARE SEIZED,HOSPITAL,,2019-08-07,"900 BLK TEMPLE AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,FROM VET,33.7781725,-118.1587241,Alive on Intake,FALSE,1,"{'lon': -118.1587241, 'lat': 33.7781725}"
A679021,SHADOW,DOG,WHITE,,Male,2019-07-06,2022-07-27,NORMAL,OWNER SURRENDER,FIELD,,2022-07-28,"900 BLK W 19TH ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,SPARKYGANG,33.791512,-118.2038164,Alive on Intake,FALSE,1,"{'lon': -118.2038164, 'lat': 33.791512}"
A679020,COCO,DOG,WHITE,,Female,2019-07-06,2022-07-27,NORMAL,OWNER SURRENDER,FIELD,,2022-07-28,"900 BLK W 19TH ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,SPARKYGANG,33.791512,-118.2038164,Alive on Intake,FALSE,1,"{'lon': -118.2038164, 'lat': 33.791512}"
A679022,SMALLS,DOG,WHITE,,Male,2021-07-06,2022-07-27,NORMAL,OWNER SURRENDER,FIELD,,2022-07-28,"900 BLK W 19TH ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,SPARKYGANG,33.791512,-118.2038164,Alive on Intake,FALSE,1,"{'lon': -118.2038164, 'lat': 33.791512}"
A678560,*PETUNIA,DOG,BROWN,BLACK,Spayed,2021-06-29,2022-06-29,NORMAL,STRAY,FIELD,,2022-07-13,"900 BLK W 25TH ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,,33.8039835,-118.2035047,Alive on Intake,FALSE,1,"{'lon': -118.2035047, 'lat': 33.8039835}"
A613793,*SNAZZLES,CAT,BRN TABBY,,Female,2018-07-11,2018-08-29,NORMAL,STRAY,OTC,,2018-11-28,"900 BLK W 25TH ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,SPCALA,33.8039835,-118.2035047,Alive on Intake,FALSE,1,"{'lon': -118.2035047, 'lat': 33.8039835}"
A693262,HACHI,DOG,TAN,,Neutered,2021-02-11,2023-02-11,NORMAL,STRAY,OTC,,2023-03-22,900 BLK W HILL ST LB CA 90806,LONG BEACH,HOMEFIRST,,33.7969635,-118.2037808,Alive on Intake,FALSE,1,"{'lon': -118.2037808, 'lat': 33.7969635}"
A673526,*PEANUT,CAT,BLACK,WHITE,Neutered,2021-12-11,2022-04-24,NORMAL,STRAY,OTC,,2022-06-09,"900 BLK WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7780764,-118.1720118,Alive on Intake,FALSE,1,"{'lon': -118.1720118, 'lat': 33.7780764}"
A693025,*7-UP,OTHER,GRAY,BROWN,Female,2022-02-05,2023-02-05,ILL MILD,WILDLIFE,OTC,,2023-02-07,"900 BLK WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,33.7780764,-118.1720118,Alive on Intake,FALSE,1,"{'lon': -118.1720118, 'lat': 33.7780764}"
A673527,*CASHEW,CAT,BLACK,WHITE,Spayed,2022-02-24,2022-04-24,NORMAL,STRAY,OTC,,2022-05-01,"900 BLK WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,,33.7780764,-118.1720118,Alive on Intake,FALSE,1,"{'lon': -118.1720118, 'lat': 33.7780764}"
A673530,*WALNUT,CAT,GRAY,,Male,2022-02-24,2022-04-24,NORMAL,STRAY,OTC,,2022-04-30,"900 BLK WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,,33.7780764,-118.1720118,Alive on Intake,FALSE,1,"{'lon': -118.1720118, 'lat': 33.7780764}"
A656393,*,CAT,BRN TABBY,WHITE,Male,2021-04-16,2021-04-17,UNDER AGE/WEIGHT,STRAY,OTC,,2021-04-23,"900 BLK WARDLOW RD, LONG BEACH, CA 90807",LONG BEACH,DIED,,33.818711,-118.1813482,Alive on Intake,TRUE,0,"{'lon': -118.1813482, 'lat': 33.818711}"
A671041,*CHANTILLY,DOG,BLACK,,Female,2021-12-26,2022-02-26,NORMAL,STRAY,OTC,,2022-03-01,"900 BLK900 BLK MAINE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,SPARKYGANG,33.7789873,-118.2006271,Alive on Intake,FALSE,1,"{'lon': -118.2006271, 'lat': 33.7789873}"
A713607,*WALTER,CAT,GRAY,WHITE,Neutered,2019-01-20,2024-01-20,ILL MILD,STRAY,OTC,,2024-03-24,"900 BLOCK E 2ND ST, LONG BEACH CA",LONG BEACH,COMMUNITY CAT,,33.768555,-118.1822623,Alive on Intake,FALSE,1,"{'lon': -118.1822623, 'lat': 33.768555}"
A712351,*ASHER,CAT,GRAY,WHITE,Neutered,2020-12-27,2023-12-27,NORMAL,OWNER SURRENDER,OTC,,2024-02-01,"900 BLOCK E BROADWAY, LONG BEACH CA 90802",LONG BEACH,RESCUE,KITTYBUNGA,33.7691655,-118.1820586,Alive on Intake,FALSE,1,"{'lon': -118.1820586, 'lat': 33.7691655}"
A711647,PRETTY PENELOPE,CAT,GRAY,,Spayed,2020-12-08,2023-12-08,NORMAL,OWNER SURRENDER,OTC,,2024-01-25,"900 BLOCK E BROADWAY, LONG BEACH, CA 90802",LONG BEACH,RESCUE,KITTYBUNGA,33.7691655,-118.1820586,Alive on Intake,FALSE,1,"{'lon': -118.1820586, 'lat': 33.7691655}"
A736293,,CAT,BRN TABBY,,Unknown,2025-01-01,2025-02-01,UNDER AGE/WEIGHT,STRAY,OTC,,2025-02-01,"900 BLOCK GARDENIA AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.778278,-118.1684858,Alive on Intake,FALSE,1,"{'lon': -118.1684858, 'lat': 33.778278}"
A706294,,CAT,BLACK,WHITE,Unknown,,2023-09-06,INJURED  MILD,STRAY,OTC,,2023-09-06,"900 BLOCK LINDEN AVE, LONG BEACH CA",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7779668,-118.1861239,Alive on Intake,TRUE,0,"{'lon': -118.1861239, 'lat': 33.7779668}"
A741335,,CAT,BLACK,,Male,2025-04-07,2025-05-25,UNDER AGE/WEIGHT,STRAY,OTC,,,"900 BLOCK SILVA ST, LONG BEACH CA",LONG BEACH,,,33.8469198,-118.1810125,Alive on Intake,FALSE,1,"{'lon': -118.1810125, 'lat': 33.8469198}"
A741340,,BIRD,BLACK,,Unknown,,2025-05-25,INJURED  MILD,WILDLIFE,OTC,,,"900 BLOCK STUDEBAKER RD, LONG BEACH CA",LONG BEACH,,,33.77963,-118.1029743,Alive on Intake,FALSE,1,"{'lon': -118.1029743, 'lat': 33.77963}"
A722272,*SNOW,CAT,CHOC PT,,Neutered,2024-05-16,2024-10-17,NORMAL,RETURN,,BITES,2024-10-25,"900 BLOCK WHITE KNOLL DR, LA CA",LA COUNTY,RETURN TO OWNER,,34.0671396,-118.2480761,Alive on Intake,FALSE,1,"{'lon': -118.2480761, 'lat': 34.0671396}"
A611030,*FURY,CAT,BLACK,,Neutered,2016-07-13,2018-08-11,FRACTIOUS,STRAY,OTC,,2018-08-14,"900 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7777598,-118.1950735,Alive on Intake,FALSE,1,"{'lon': -118.1950735, 'lat': 33.7777598}"
A593457,MIA,CAT,GOLD,BRN TIGER,Female,2013-07-13,2017-07-13,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2017-07-13,"900 E 70TH WAY, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.882509,-118.1816622,Alive on Intake,FALSE,1,"{'lon': -118.1816622, 'lat': 33.882509}"
A586546,ZIGGY,CAT,BRN TABBY,WHITE,Male,2002-03-03,2017-03-03,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2017-03-15,"900 E 71ST ST WAY, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,33.88349960000001,-118.1816888,Alive on Intake,FALSE,1,"{'lon': -118.1816888, 'lat': 33.88349960000001}"
A636327,,CAT,GRAY,,Female,2019-09-17,2019-11-16,NORMAL,STRAY,OTC,,2019-11-26,"900 E ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,33.8745174,-118.1821029,Alive on Intake,FALSE,1,"{'lon': -118.1821029, 'lat': 33.8745174}"
A711644,*CREAMSICLE,CAT,CREAM,,Neutered,2020-12-08,2023-12-08,NORMAL,OWNER SURRENDER,OTC,,2023-12-17,"900 E BROADWAY, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,33.7691655,-118.1820586,Alive on Intake,FALSE,1,"{'lon': -118.1820586, 'lat': 33.7691655}"
A599335,*SADIE SINK,CAT,ORG TABBY,WHITE,Spayed,2017-05-27,2017-10-27,FERAL,STRAY,OTC,,2017-11-02,"900 E CARSON ST, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,33.83218290000001,-118.1814094,Alive on Intake,FALSE,1,"{'lon': -118.1814094, 'lat': 33.83218290000001}"
A617623,SPARKY,DOG,BLACK,TAN,Male,2012-06-24,2018-11-16,NORMAL,STRAY,OTC,,2018-11-24,"900 E SILVA ST, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WALKIN,33.8469159,-118.1810095,Alive on Intake,FALSE,1,"{'lon': -118.1810095, 'lat': 33.8469159}"
A626676,,BIRD,YELLOW,BLACK,Unknown,,2019-05-19,NORMAL,WILDLIFE,FIELD,,2019-05-19,"900 E SILVA ST, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,OTHER RESC,33.8469159,-118.1810095,Alive on Intake,FALSE,1,"{'lon': -118.1810095, 'lat': 33.8469159}"
A627718,,CAT,BLACK,WHITE,Neutered,2019-04-24,2019-06-05,UNDER AGE/WEIGHT,STRAY,OTC,,2019-09-01,"900 E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,GOOD SAM,33.8600986,-118.1820236,Alive on Intake,FALSE,1,"{'lon': -118.1820236, 'lat': 33.8600986}"
A627717,,CAT,WHITE,BLACK,Female,2019-04-24,2019-06-05,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-20,"900 E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8600986,-118.1820236,Alive on Intake,FALSE,1,"{'lon': -118.1820236, 'lat': 33.8600986}"
A602602,IRIS,CAT,GRAY,,Female,2017-01-17,2018-01-17,NORMAL,OWNER SURRENDER,OTC,,2018-01-18,"900 E VIA CARMELITOS, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8487131,-118.1809574,Alive on Intake,FALSE,1,"{'lon': -118.1809574, 'lat': 33.8487131}"
A607738,,WILD,BLACK,WHITE,Unknown,,2018-05-17,INJURED  MODERATE,WILDLIFE,FIELD,,2018-05-17,"900 EUCLID AVE, LONG BEACH, CA 90804",LONG BEACH,DIED,ENROUTE,33.7782082,-118.1489038,Alive on Intake,TRUE,0,"{'lon': -118.1489038, 'lat': 33.7782082}"
A606022,BABY,DOG,BLACK,WHITE,Male,2017-06-09,2019-06-07,NORMAL,STRAY,OTC,,2019-06-13,"900 LOCUST AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7777612,-118.1910754,Alive on Intake,FALSE,1,"{'lon': -118.1910754, 'lat': 33.7777612}"
A614867,,CAT,BLACK,,Female,2018-03-18,2018-09-18,NORMAL,STRAY,FIELD,,2018-09-18,"900 MAIN ST, SEAL BEACH, CA 90740",SEAL BEACH,TRANSFER,SBACC,33.7422093,-118.1042003,Alive on Intake,FALSE,1,"{'lon': -118.1042003, 'lat': 33.7422093}"
A614981,,DOG,BLACK,,Female,2012-09-20,2018-09-20,ILL MILD,STRAY,FIELD,,2018-09-26,"900 MAINE AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7778915,-118.2004784,Alive on Intake,FALSE,1,"{'lon': -118.2004784, 'lat': 33.7778915}"
A625272,*DUST MITE,CAT,BLACK,,Spayed,2017-04-25,2019-04-25,NORMAL,STRAY,OTC,,2019-05-24,"900 N LOMA VISTA DR, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7774409,-118.2028305,Alive on Intake,FALSE,1,"{'lon': -118.2028305, 'lat': 33.7774409}"
A638227,WHISKER,CAT,ORANGE,WHITE,Male,2019-05-05,2020-01-05,ILL MODERATETE,OWNER SURRENDER,OTC,ILL,2020-01-06,"900 N PARK CIR, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7777481,-118.2006138,Alive on Intake,TRUE,0,"{'lon': -118.2006138, 'lat': 33.7777481}"
A621898,,CAT,BRN TABBY,WHITE,Male,2012-02-15,2019-02-15,ILL MODERATETE,STRAY,FIELD,,2019-02-15,"900 W CHESTER PL, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7774657,-118.2025378,Alive on Intake,TRUE,0,"{'lon': -118.2025378, 'lat': 33.7774657}"
A728601,,CAT,BRN TABBY,WHITE,Female,2024-07-13,2024-09-13,ILL MODERATETE,STRAY,OTC,,2024-09-13,9000 BLK PALM STREET BELLFLOWER CA 90706,OUT OF AREA,DIED,IN CARE,33.8765798,-118.141104,Alive on Intake,TRUE,0,"{'lon': -118.141104, 'lat': 33.8765798}"
A740618,,CAT,TORTIE DIL,,Spayed,2024-05-12,2025-05-12,NORMAL,STRAY,OTC,,2025-05-12,9000 MONTEREY AVE. BELLFLOWER CA 90706,LA COUNTY,COMMUNITY CAT,COMMCAT,33.8737007,-118.1332758,Alive on Intake,FALSE,1,"{'lon': -118.1332758, 'lat': 33.8737007}"
